Day Monday
CRN    Dept  Coursenum  Class Title                     Start Time  End Time  Room
65335  IHSS  1970-02    DEEP_LISTENING                  08:00PM     09:50PM   WEST_326   
63989  ARCH  6810-80    RESEARCH_DESIGN_SEMINAR         10:00PM     12:00PM   TBA        
61034  ENGR  2350-01    EMBEDDED_CONTROL                10:00PM     12:50PM   JONSSN_4201
64500  ENGR  4710-02    MANUFACTURING_PROC_&_SYS_LAB_I  10:00PM     12:50PM   LOW_1027   
65188  STSS  6010-01    CONCEPTS_IN_STS                 10:00PM     12:50PM   SAGE_4304  
705 entries

Day Tuesday
CRN    Dept  Coursenum  Class Title                     Start Time  End Time  Room
-----  ----  ---------  ------------------------------  ----------  --------  -----------
65033  ARTS  2070-01    GRAPHIC_STORYTELLING            08:00AM     09:50AM   WEST_214   
65034  ARTS  2230-01    3D_BOOTCAMP                     08:00AM     09:50AM   SAGE_2411  
63626  BIOL  4350-01    VIROLOGY                        08:00AM     09:50AM   J-ROWL_2C25
64494  BIOL  6350-01    VIROLOGY                        08:00AM     09:50AM   J-ROWL_2C25
63534  BMED  2540-01    BIOMECHANICS                    08:00AM     09:50AM   SAGE_3713  
61603  CHEM  1100-05    CHEMISTRY_I                     08:00AM     10:50AM   WALKER_5113
61608  CHEM  1100-06    CHEMISTRY_I                     08:00AM     09:20AM   DARRIN_308 
61607  CHEM  1100-10    CHEMISTRY_I                     08:00AM     09:20AM   DARRIN_308 
63290  CHEM  1100-12    CHEMISTRY_I                     08:00AM     09:20AM   DARRIN_308 
63349  CHEM  1100-13    CHEMISTRY_I                     08:00AM     09:20AM   DARRIN_308 
63893  CHEM  1100-16    CHEMISTRY_I                     08:00AM     09:20AM   DARRIN_308 
62563  CHEM  1110-02    CHEMISTRY_I_WITH_ADVANCED_LAB   08:00AM     09:20AM   DARRIN_308 
61364  CHEM  4530-01    MODERN_TECHNIQUES_IN_CHEMISTRY  08:00AM     10:50AM   WALKER_3109
61100  CIVL  4070-01    STEEL_DESIGN                    08:00AM     09:50AM   SAGE_5510  
65058  CIVL  6270-01    TRAFFIC_CONTROL_&_SIMULATION    08:00AM     09:50AM   JONSSN_4309
61008  ECON  2010-02    INTERMEDIATE_MICROECON_THEORY   08:00AM     09:50AM   SAGE_5101  
62549  ENGR  1100-06    INTRO_TO_ENGR_ANALYSIS          08:00AM     09:50AM   DARRIN_337 
61194  ENGR  1200-01    ENGR_GRAPHICS_&_CAD             08:00AM     09:50AM   JONSSN_3210
63488  ENGR  2250-02    THERMAL_AND_FLUIDS_ENGR_I       08:00AM     09:50AM   TROY_2012  
64634  ENGR  2530-05    STRENGTH_OF_MATERIALS           08:00AM     09:50AM   JONSSN_3207
64672  IHSS  1966-01    MUSIC_AND_PROTEST               08:00AM     09:50AM   WEST_112   
64752  IHSS  1973-01    HUMAN_RIGHTS_IN_HISTORY         08:00AM     09:50AM   SAGE_2707  
61609  MANE  4050-01    MODELING_AND_CONTRL_OF_DYN_SYS  08:00AM     09:50AM   CARNEG_113 
61610  MANE  4050-02    MODELING_AND_CONTRL_OF_DYN_SYS  08:00AM     09:50AM   CARNEG_113 
61611  MANE  4050-03    MODELING_AND_CONTRL_OF_DYN_SYS  08:00AM     09:50AM   CARNEG_113 
62264  MANE  4050-04    MODELING_AND_CONTRL_OF_DYN_SYS  08:00AM     09:50AM   CARNEG_113 
63928  MANE  4050-05    MODELING_AND_CONTRL_OF_DYN_SYS  08:00AM     09:50AM   CARNEG_113 
63458  MATH  1010-01    CALCULUS_I                      08:00AM     08:50AM   LOW_4040   
63459  MATH  1010-02    CALCULUS_I                      08:00AM     08:50AM   LOW_4040   
61311  MATH  1010-09    CALCULUS_I                      08:00AM     08:50AM   EATON_215  
61312  MATH  1010-10    CALCULUS_I                      08:00AM     08:50AM   EATON_215  
61108  MATH  1010-41    CALCULUS_I                      08:00AM     08:50AM   EATON_216  
61109  MATH  1010-42    CALCULUS_I                      08:00AM     08:50AM   EATON_216  
61315  MATH  1020-11    CALCULUS_II                     08:00AM     08:50AM   SAGE_2715  
61384  MATH  2010-05    MULTIVAR_CALC_&_MATRIX_ALGEBRA  08:00AM     08:50AM   SAGE_2704  
62722  MATH  2010-11    MULTIVAR_CALC_&_MATRIX_ALGEBRA  08:00AM     08:50AM   LALLY_104  
63003  MATH  2010-13    MULTIVAR_CALC_&_MATRIX_ALGEBRA  08:00AM     08:50AM   DARRIN_232 
61547  MATH  2400-01    INTRO_DIFFERENTIAL_EQUATIONS    08:00AM     08:50AM   LALLY_102  
61284  MATH  2400-07    INTRO_DIFFERENTIAL_EQUATIONS    08:00AM     08:50AM   LALLY_02   
64214  MATH  2400-21    INTRO_DIFFERENTIAL_EQUATIONS    08:00AM     08:50AM   LOW_3112   
61137  MATH  4600-01    ADVANCED_CALCULUS               08:00AM     09:50AM   LOW_4050   
61076  MGMT  1100-03    INTRO_TO_MANAGEMENT             08:00AM     09:50AM   PITTS_4206 
64217  MGMT  1260-02    BUSINESS_LAW_AND_ETHICS         08:00AM     09:50AM   CARNEG_106 
63495  MGMT  2300-01    FINANCIAL_ACCOUNTING            08:00AM     09:50AM   LOW_3045   
61067  PHYS  1200-07    PHYSICS_II                      08:00AM     09:50AM   DARRIN_318 
63134  PHYS  1200-08    PHYSICS_II                      08:00AM     09:50AM   DARRIN_318 
61068  PHYS  1200-09    PHYSICS_II                      08:00AM     09:50AM   DARRIN_318 
61069  PHYS  1200-10    PHYSICS_II                      08:00AM     09:50AM   DARRIN_318 
64783  PHYS  1200-11    PHYSICS_II                      08:00AM     09:50AM   DARRIN_318 
61105  PSYC  2730-01    SOCIAL_PSYCHOLOGY               08:00AM     09:50AM   ACADMY_AUD 
64697  STSS  4967-04    PD2_TECH_ISSUES_&_SOLUTIONS     08:00AM     09:50AM   CARNEG_201 
61190  USNA  2030-01    NAVAL_LEADERSHIP_&_MGMT_I       08:00AM     09:50AM   ARMORY_209 
61186  USNA  2050-01    NAVIGATION                      08:00AM     09:50AM   ARMORY_302 
64356  BMED  4590-01    MEDICAL_IMAGING                 08:30AM     09:50AM   SAGE_3704  
64357  BMED  6590-01    MEDICAL_IMAGING                 08:30AM     09:50AM   SAGE_3704  
62437  CHME  4966-01    CHEM_ENGR_PROCESS_SIMULATIONS   08:30AM     09:50AM   RCKTTS_212 
61148  ECSE  2410-01    SIGNALS_&_SYSTEMS               08:30AM     09:50AM   DARRIN_330 
62548  ENGR  2600-03    MOD_&_ANALYSIS_UNCERTAINTY      08:30AM     09:50AM   RCKTTS_211 
61044  ENGR  2710-01    GEN_MANUFACTURING_PROC          08:30AM     09:50AM   LOW_3039   
64606  ISYE  4200-01    DESGN_&_ANALYS_WORK_SYS         08:30AM     09:50AM   J-ROWL_2C13
64562  MANE  4080-01    PROPULSION_SYSTEMS              08:30AM     09:50AM   DARRIN_324 
64557  MANE  4961-01    PROPULSION_SYSTEMS              08:30AM     09:50AM   DARRIN_324 
62737  ARCH  4860-01    APPLIED_PSYCHOACOUSTICS         09:00AM     11:50AM   GREENE_204 
62740  ARCH  6860-01    APPLIED_PSYCHOACOUSTICS         09:00AM     11:50AM   GREENE_204 
61018  ENGR  1300-03    ENGR_PROCESSES                  09:00AM     11:50AM   JONSSN_1010
64318  ITWS  6962-01    BIG_DATA_POLICIES               09:00AM     11:50AM   SAGE_2701  
61455  MANE  4020-03    THERMAL_&_FLUIDS_ENG_LAB        09:00AM     11:50AM   LOW_5118   
63462  MATH  1010-05    CALCULUS_I                      09:00AM     09:50AM   LOW_4034   
63463  MATH  1010-06    CALCULUS_I                      09:00AM     09:50AM   LOW_4034   
63464  MATH  1010-07    CALCULUS_I                      09:00AM     09:50AM   EATON_215  
61329  MATH  1010-13    CALCULUS_I                      09:00AM     09:50AM   LOW_4040   
61330  MATH  1010-14    CALCULUS_I                      09:00AM     09:50AM   LOW_4040   
63525  MATH  1010-43    CALCULUS_I                      09:00AM     09:50AM   EATON_216  
63526  MATH  1010-44    CALCULUS_I                      09:00AM     09:50AM   EATON_216  
61114  MATH  1020-05    CALCULUS_II                     09:00AM     09:50AM   SAGE_3510  
61115  MATH  1020-06    CALCULUS_II                     09:00AM     09:50AM   SAGE_3510  
61116  MATH  1020-07    CALCULUS_II                     09:00AM     09:50AM   SAGE_3510  
61117  MATH  1020-08    CALCULUS_II                     09:00AM     09:50AM   SAGE_3510  
61240  MATH  1020-09    CALCULUS_II                     09:00AM     09:50AM   SAGE_2715  
62965  MATH  2010-07    MULTIVAR_CALC_&_MATRIX_ALGEBRA  09:00AM     09:50AM   SAGE_2704  
62720  MATH  2010-09    MULTIVAR_CALC_&_MATRIX_ALGEBRA  09:00AM     09:50AM   LALLY_104  
63110  MATH  2010-15    MULTIVAR_CALC_&_MATRIX_ALGEBRA  09:00AM     09:50AM   DARRIN_232 
61126  MATH  2400-03    INTRO_DIFFERENTIAL_EQUATIONS    09:00AM     09:50AM   LALLY_102  
61128  MATH  2400-05    INTRO_DIFFERENTIAL_EQUATIONS    09:00AM     09:50AM   LALLY_02   
64254  MATH  2400-23    INTRO_DIFF_EQUATIONS            09:00AM     09:50AM   LOW_3112   
63289  MGMT  6370-01    DERIVATIVES_MARKETS             09:00AM     11:50AM   PITTS_4114 
65147  MGMT  7960-01    SEMIAR_IN_ORG_BEHAVIOR          09:00AM     11:50AM   CARNEG_102 
61424  ARCH  2330-01    STRUCTURES_1                    10:00AM     11:30AM   SAGE_5101  
64597  ARCH  4964-01    PROJECTING_LIGHT                10:00AM     11:50AM   SAGE_3705  
63971  ARCH  5140-01    STRUCTURES_I                    10:00AM     11:30AM   SAGE_5101  
61319  ARTS  1020-01    MEDIA_STUDIO:IMAGING            10:00AM     11:50AM   WEST_AUD   
61320  ARTS  1020-02    MEDIA_STUDIO:IMAGING            10:00AM     11:50AM   WEST_AUD   
64216  ARTS  1020-03    MEDIA_STUDIO:IMAGING            10:00AM     11:50AM   WEST_AUD   
65067  ARTS  2200-01    INTERMEDIATE_DRAWING            10:00AM     11:50AM   WEST_411   
65172  ARTS  4964-01    3D_TECHNICAL_DIRECTION          10:00AM     11:50AM   SAGE_2411  
63743  BCBP  4800-01    METHODS_IN_BIOPHYSICS           10:00AM     11:50AM   LOW_4034   
63744  BCBP  6800-01    METHODS_IN_BIOPHYSICS           10:00AM     11:50AM   LOW_4034   
62045  BIOL  1010-03    INTRODUCTION_TO_BIOLOGY         10:00AM     11:50AM   RCKTTS_211 
64320  BIOL  1010-04    INTRODUCTION_TO_BIOLOGY         10:00AM     11:50AM   LALLY_102  
62704  BIOL  4260-01    ADVANCED_CELL_BIOLOGY           10:00AM     11:50AM   J-ROWL_2C25
62705  BIOL  6260-01    ADVANCED_CELL_BIOLOGY           10:00AM     11:50AM   J-ROWL_2C25
61106  BMED  4010-01    BIOMEDICAL_ENGINEERING_LAB      10:00AM     10:50AM   WALKER_6113
61107  BMED  4010-02    BIOMEDICAL_ENGINEERING_LAB      10:00AM     10:50AM   WALKER_6113
62059  BMED  4010-03    BIOMEDICAL_ENGINEERING_LAB      10:00AM     10:50AM   WALKER_6113
61374  BMED  4010-04    BIOMEDICAL_ENGINEERING_LAB      10:00AM     10:50AM   WALKER_6113
63650  BMED  4450-01    DRUG_AND_GENE_DELIVERY          10:00AM     11:20AM   VORHES_SO  
64007  BMED  4961-01    BIOSTATISTICS                   10:00AM     11:20AM   TROY_2015  
64325  BMED  6961-01    BIOSTATISTICS                   10:00AM     11:20AM   TROY_2015  
63108  CHEM  1100-04    CHEMISTRY_I                     10:00AM     11:20AM   DARRIN_308 
61608  CHEM  1100-06    CHEMISTRY_I                     10:00AM     10:50AM   TBA        
61606  CHEM  1100-09    CHEMISTRY_I                     10:00AM     11:20AM   DARRIN_308 
62043  CHEM  1100-11    CHEMISTRY_I                     10:00AM     11:20AM   DARRIN_308 
63350  CHEM  1100-14    CHEMISTRY_I                     10:00AM     11:20AM   DARRIN_308 
63894  CHEM  1100-17    CHEMISTRY_I                     10:00AM     11:20AM   DARRIN_308 
62562  CHEM  1110-01    CHEMISTRY_I_WITH_ADVANCED_LAB   10:00AM     11:20AM   DARRIN_308 
64213  CHEM  4010-01    INORGANIC_CHEMISTRY_II          10:00AM     11:20AM   MATLS_136  
65162  CHEM  6200-01    ORGANIC_SPECTRA_INTERPRETATION  10:00AM     11:20AM   VORHES_NO  
65353  CHME  6964-01    BIO_PROCESS_DESIGN              10:00AM     11:50AM   RCKTTS_206 
65259  CIVL  2630-03    INTRO_TO_GEOTECHNICAL_ENGR      10:00AM     11:50AM   JONSSN_1302
63116  CIVL  2670-03    INTRO_TO_STRUCTURAL_ENG         10:00AM     11:50AM   JONSSN_    
61101  CIVL  6660-01    FUND._OF_FINITE_ELEMENTS        10:00AM     11:50AM   RCKTTS_212 
63624  COGS  4410-01    PROGRAMMING_FOR_COG_SCI_&_AI    10:00AM     11:50AM   DARRIN_232 
63625  COGS  6410-01    PROGRAMMING_FOR_COG_SCI_&_AI    10:00AM     11:50AM   DARRIN_232 
65479  COMM  2520-03    COMMUNICATION_THEORY_&_PRAC.    10:00AM     11:50AM   J-ROWL_1W01
63631  COMM  4320-01    VISUAL_POETICS_&_NARRATIVE      10:00AM     11:50AM   SAGE_4711  
63633  COMM  6320-01    VISUAL_POETICS_&_NARRATIVE      10:00AM     11:50AM   SAGE_4711  
61046  CSCI  1100-01    COMPUTER_SCIENCE_I              10:00AM     11:50AM   LOW_3112   
61415  CSCI  1100-02    COMPUTER_SCIENCE_I              10:00AM     11:50AM   CARNEG_208 
64398  CSCI  1100-20    COMPUTER_SCIENCE_I              10:00AM     11:50AM   EATON_216  
65096  CSCI  4220-01    NETWORK_PROGRAMMING             10:00AM     11:50AM   LOW_3051   
63686  CSCI  4390-01    DATA_MINING                     10:00AM     11:50AM   DARRIN_337 
63301  CSCI  4960-01    DATA_ANALYTICS                  10:00AM     11:50AM   LALLY_104  
62281  CSCI  4966-01    PROGRAMMING_FOR_COG_SCI_&_AI    10:00AM     11:50AM   DARRIN_232 
65176  CSCI  6390-01    DATA_MINING                     10:00AM     11:50AM   DARRIN_337 
65485  ECON  4170-01    HEALTH_ECONOMICS_AND_POLICY     10:00AM     11:50AM   SAGE_2707  
65267  ECON  4330-01    ECON-FINANCIAL_MARKETS_&_INST.  10:00AM     11:50AM   SAGE_3713  
63475  ECON  4570-01    ECONOMETRICS                    10:00AM     11:50AM   SAGE_4510  
65486  ECON  6170-01    HEALTH_ECONOMICS_AND_POLICY     10:00AM     11:50AM   SAGE_2707  
63476  ECON  6560-01    INTRODUCTION_TO_ECONOMETRICS    10:00AM     11:50AM   SAGE_4510  
61149  ECSE  2410-02    SIGNALS_&_SYSTEMS               10:00AM     11:20AM   JONSSN_4104
63962  ECSE  4030-01    ANALOG_IC_DESIGN                10:00AM     11:50AM   JONSSN_4304
61154  ECSE  4520-01    COMMUNICATION_SYSTEMS           10:00AM     11:20AM   JONSSN_6309
61616  ECSE  4900-03    MULTIDISCIPLINARY_CAP_DESIGN    10:00AM     11:50AM   JONSSN_3332
61164  ECSE  6510-01    INTRO_STOCH_SIGN_&_SYS          10:00AM     11:20AM   JONSSN_4107
61013  ENGR  1100-07    INTRO_TO_ENGR_ANALYSIS          10:00AM     11:50AM   DARRIN_330 
63487  ENGR  2050-09    INTRO_ENGINEERING_DESIGN        10:00AM     11:50AM   JONSSN_3207
61029  ENGR  2050-10    INTRO_ENGINEERING_DESIGN        10:00AM     11:50AM   JONSSN_3210
61539  ENGR  2250-03    THERMAL_AND_FLUIDS_ENGR_I       10:00AM     11:50AM   TROY_2012  
61040  ENGR  2530-03    STRENGTH_OF_MATERIALS           10:00AM     11:50AM   SAGE_4101  
64212  ENGR  4010-11    PROFESSIONAL_DEVEL_III          10:00AM     11:50AM   JONSSN_5119
65119  ENGR  4010-13    PROFESSIONAL_DEVEL_III          10:00AM     11:50AM   JONSSN_4309
63440  ENVE  4330-01    INTRO_TO_AIR_QUALITY_CONTROL    10:00AM     11:50AM   DARRIN_235 
64769  ERTH  2960-01    INTRO_TO_GEOBIOLOGY             10:00AM     11:50AM   J-ROWL_3W13
65021  GSAS  2520-01    INTRO_TO_GAME_STORYTELLING      10:00AM     11:50AM   RCKTTS_208 
65022  GSAS  2520-02    INTRO_TO_GAME_STORYTELLING      10:00AM     11:50AM   RCKTTS_208 
64264  IHSS  1963-01    TECH_&_SOCIAL_INTER_IN_US       10:00AM     11:50AM   SAGE_3205  
64687  IHSS  1972-01    GREAT_IDEAS_IN_PHILOSOPHY       10:00AM     11:50AM   TROY_2018  
64782  IHSS  1974-01    DESIGN_AS_A_GLOBAL_CHALLENGE    10:00AM     11:50AM   CARNEG_206 
64819  IHSS  1976-01    THE_GENOME_AND_YOU              10:00AM     11:50AM   SAGE_2704  
62724  ISYE  4270-03    MULTIDISCIPLINARY_CAP_DESIGN    10:00AM     11:50AM   JONSSN_3332
63675  ISYE  4290-01    DISCRETE_EVENT_SIM,__MODELING   10:00AM     11:50AM   DARRIN_239 
63676  ISYE  6620-01    DISCRETE_EVENT_SIMULATION       10:00AM     11:50AM   DARRIN_239 
65037  ITWS  4600-01    DATA_ANALYTICS                  10:00AM     11:50AM   LALLY_104  
65038  ITWS  6600-01    DATA_ANALYTICS                  10:00AM     11:50AM   LALLY_104  
64511  LANG  2420-01    CHINESE_III                     10:00AM     11:50AM   SAGE_4304  
63645  LGHT  4770-01    LIGHTING_TECH_&_APPLICATIONS    10:00AM     11:50AM   GURLEY_    
64612  MANE  2220-01    INVENTOR'S_STUDIO_1             10:00AM     11:50AM   SAGE_2211  
65148  MANE  2960-01    THERMODYNAMICS                  10:00AM     11:20AM   LOW_3045   
61451  MANE  4010-01    THERMAL_AND_FLUIDS_ENGR_II      10:00AM     11:50AM   LOW_4050   
65101  MANE  4050-06    MODELING_AND_CONTRL_OF_DYN_SYS  10:00AM     11:50AM   CARNEG_113 
65102  MANE  4050-07    MODELING_AND_CONTRL_OF_DYN_SYS  10:00AM     11:50AM   CARNEG_113 
65103  MANE  4050-08    MODELING_AND_CONTRL_OF_DYN_SYS  10:00AM     11:50AM   CARNEG_113 
65104  MANE  4050-09    MODELING_AND_CONTRL_OF_DYN_SYS  10:00AM     11:50AM   CARNEG_113 
65105  MANE  4050-10    MODELING_AND_CONTRL_OF_DYN_SYS  10:00AM     11:50AM   CARNEG_113 
63128  MANE  4200-01    ROTOCRAFT_PERF_STAB_CTL         10:00AM     11:50AM   SAGE_3101  
61628  MANE  4260-03    MULTIDISCIPLINARY_CAP_DESIGN    10:00AM     11:50AM   JONSSN_3332
61465  MANE  4670-01    MECH_BEHAVIOR_OF_MATERIALS      10:00AM     11:50AM   SAGE_3704  
65226  MANE  4960-01    RADIOACTIVE_WASTE_MANAGEMENT    10:00AM     11:20AM   CARNEG_201 
63129  MANE  6060-01    ROTOCRAFT_PERF_STAB_CTL         10:00AM     11:50AM   SAGE_3101  
65225  MANE  6320-01    RADIOACTIVE_WASTE_MGMT          10:00AM     11:20AM   CARNEG_201 
61467  MANE  6660-01    FUNDAMENTALS_OF_FINITE_ELEMENT  10:00AM     11:50AM   RCKTTS_212 
61167  MATH  1010-17    CALCULUS_I                      10:00AM     11:20AM   EATON_214  
62051  MATH  1010-18    CALCULUS_I                      10:00AM     11:20AM   EATON_214  
61314  MATH  1010-19    CALCULUS_I                      10:00AM     11:20AM   EATON_214  
61615  MATH  1010-20    CALCULUS_I                      10:00AM     11:20AM   EATON_214  
62048  MATH  1010-21    CALCULUS_I                      10:00AM     11:20AM   EATON_214  
61511  MATH  1010-22    CALCULUS_I                      10:00AM     11:20AM   EATON_214  
61512  MATH  1010-23    CALCULUS_I                      10:00AM     11:20AM   EATON_214  
61513  MATH  1010-24    CALCULUS_I                      10:00AM     11:20AM   EATON_214  
63450  MATH  1010-33    CALCULUS_I                      10:00AM     10:50AM   LALLY_02   
63451  MATH  1010-34    CALCULUS_I                      10:00AM     10:50AM   LALLY_02   
63453  MATH  1010-36    CALCULUS_I                      10:00AM     10:50AM   EATON_215  
61168  MATH  1020-13    CALCULUS_II                     10:00AM     10:50AM   SAGE_2715  
64533  MATH  2010-21    MULTIVAR_CALC_&_MATRIX_ALGEBRA  10:00AM     11:20AM   SAGE_3303  
64534  MATH  2010-22    MULTIVAR_CALC_&_MATRIX_ALGEBRA  10:00AM     11:20AM   SAGE_3303  
64535  MATH  2010-23    MULTIVAR_CALC_&_MATRIX_ALGEBRA  10:00AM     11:20AM   SAGE_3303  
64538  MATH  2010-24    MULTIVAR_CALC_&_MATRIX_ALGEBRA  10:00AM     11:20AM   SAGE_3303  
64542  MATH  2010-25    MULTIVAR_CALC_&_MATRIX_ALGEBRA  10:00AM     11:20AM   SAGE_3303  
64543  MATH  2010-26    MULTIVAR_CALC_&_MATRIX_ALGEBRA  10:00AM     11:20AM   SAGE_3303  
61131  MATH  2400-09    INTRO_DIFFERENTIAL_EQUATIONS    10:00AM     11:20AM   RCKTTS_203 
61132  MATH  2400-10    INTRO_DIFFERENTIAL_EQUATIONS    10:00AM     11:20AM   RCKTTS_203 
61133  MATH  2400-11    INTRO_DIFFERENTIAL_EQUATIONS    10:00AM     11:20AM   RCKTTS_203 
61134  MATH  2400-12    INTRO_DIFFERENTIAL_EQUATIONS    10:00AM     11:20AM   RCKTTS_203 
65085  MATH  4040-01    INTRO_TO_TOPOLOGY               10:00AM     11:50AM   DARRIN_236 
63107  MATH  4720-01    MATH_IN_MEDICINE_&_BIOL         10:00AM     11:50AM   LOW_3039   
65086  MATH  6820-01    NUMERICAL_SOL_OF_ODES           10:00AM     11:50AM   CARNEG_210 
65227  MATP  4450-01    DATA_ANALYTICS                  10:00AM     11:50AM   LALLY_104  
61142  MATP  4700-01    MATH_MODELS_OF_OPERATIONS       10:00AM     11:50AM   SAGE_5510  
61075  MGMT  1100-01    INTRO_TO_MANAGEMENT             10:00AM     11:50AM   LOW_3130   
63439  MGMT  1100-05    INTRO_TO_MANAGEMENT             10:00AM     11:50AM   SAGE_4112  
61078  MGMT  1260-01    BUSINESS_LAW_AND_ETHICS         10:00AM     11:50AM   CARNEG_106 
63658  MGMT  2430-02    MARKETING_PRINCIPLES            10:00AM     11:50AM   PITTS_5114 
61508  MGMT  4110-01    OPERATIONS_MANAGEMENT           10:00AM     11:50AM   PITTS_4206 
61323  MGMT  4140-01    COMPUTER_INFO_SYSTEMS           10:00AM     11:50AM   LOW_4040   
64389  MGMT  6560-01    TECH_FUND_FOR_BUS_ANALYTICS     10:00AM     11:30AM   PITTS_5216 
65077  MTLE  4720-01    APP._MATH._METH._IN_MATERIALS   10:00AM     11:20AM   LOW_3116   
63142  MTLE  4920-03    MULTIDISCIPLINARY_CAP_DESIGN    10:00AM     11:50AM   JONSSN_3332
62566  PHIL  2140-01    INTRODUCTION_TO_LOGIC           10:00AM     11:50AM   DARRIN_324 
61063  PHYS  1100-06    PHYSICS_I                       10:00AM     11:50AM   J-ROWL_2C06
62557  PHYS  1100-11    PHYSICS_I                       10:00AM     11:50AM   J-ROWL_2C30
61067  PHYS  1200-07    PHYSICS_II                      10:00AM     11:50AM   J-ROWL_2C22
63134  PHYS  1200-08    PHYSICS_II                      10:00AM     11:50AM   J-ROWL_2C14
63427  PHYS  2210-01    QUANTUM_PHYSICS_I               10:00AM     11:50AM   ACADMY_AUD 
61591  PSYC  2800-01    INTRO_TO_SPORTS_PSYCHOLOGY      10:00AM     11:50AM   DARRIN_318 
63105  PSYC  4200-01    ORGANIZATIONAL_PSYCHOLOGY       10:00AM     11:50AM   GREENE_120 
65032  PSYC  4200-02    ORGANIZATIONAL_PSYCHOLOGY       10:00AM     11:50AM   GREENE_120 
64532  STSS  4330-01    21ST_CENTURY_RISKS              10:00AM     11:50AM   SAGE_5711  
61191  USNA  2030-02    NAVAL_LEADERSHIP_&_MGMT_I       10:00AM     11:50AM   ARMORY_209 
61187  USNA  2050-02    NAVIGATION                      10:00AM     11:50AM   ARMORY_302 
65371  WRIT  2110-05    STRATEGIC_WRITING               10:00AM     11:50AM   SAGE_2510  
61150  ECSE  2610-01    CPTR_COMPONENTS_&_OPER          10:30AM     11:50AM   SAGE_3510  
61165  ECSE  2610-02    CPTR_COMPONENTS_&_OPER          10:30AM     11:50AM   SAGE_3510  
61210  ECSE  2610-03    CPTR_COMPONENTS_&_OPER          10:30AM     11:50AM   SAGE_3510  
61603  CHEM  1100-05    CHEMISTRY_I                     11:00AM     11:50AM   TBA        
61608  CHEM  1100-06    CHEMISTRY_I                     11:00AM     01:50PM   WALKER_5113
61364  CHEM  4530-01    MODERN_TECHNIQUES_IN_CHEMISTRY  11:00AM     11:50AM   EATON_215  
61612  CHEM  4530-02    MODERN_TECHNIQUES_IN_CHEMISTRY  11:00AM     11:50AM   EATON_215  
63958  CHEM  4530-03    MODERN_TECHNIQUES_IN_CHEMISTRY  11:00AM     11:50AM   EATON_215  
63454  MATH  1010-37    CALCULUS_I                      11:00AM     11:50AM   LALLY_02   
63456  MATH  1010-38    CALCULUS_I                      11:00AM     11:50AM   LALLY_02   
61171  MATH  1020-15    CALCULUS_II                     11:00AM     11:50AM   SAGE_2715  
64270  ARCH  4330-01    STRUCTURES_2                    12:00PM     01:20PM   SAGE_5101  
63988  ARCH  5150-01    STRUCTURES_2                    12:00PM     01:20PM   SAGE_5101  
61318  ARTS  1200-01    BASIC_DRAWING                   12:00PM     01:50PM   WEST_411   
65474  ARTS  1380-01    FUNDAMENTALS_OF_MUSIC_&_SOUND   12:00PM     01:50PM   WEST_323   
65473  ARTS  2380-01    MUSIC_AND_SOUND_I               12:00PM     01:50PM   WEST_326   
63938  ARTS  4070-01    3D_ANIMATION                    12:00PM     01:50PM   SAGE_2411  
61088  BIOL  1010-02    INTRODUCTION_TO_BIOLOGY         12:00PM     01:50PM   WALKER_6113
61089  BIOL  4270-01    HUMAN_PHYSIOLOGY                12:00PM     01:50PM   SAGE_4510  
62044  BIOL  4720-03    MOLECULAR_BIOLOGY_LAB           12:00PM     04:50PM   J-ROWL_BW01
65197  BIOL  4740-01    ADVANCED_CELL_BIOLOGY_LAB       12:00PM     12:50PM   J-ROWL_3W12
63649  BMED  2300-01    BIOIMAGING/_BIOINSTRUMENTATION  12:00PM     01:50PM   RCKTTS_212 
61603  CHEM  1100-05    CHEMISTRY_I                     12:00PM     01:20PM   DARRIN_308 
61604  CHEM  1100-07    CHEMISTRY_I                     12:00PM     01:20PM   DARRIN_308 
61605  CHEM  1100-08    CHEMISTRY_I                     12:00PM     01:20PM   DARRIN_308 
63351  CHEM  1100-15    CHEMISTRY_I                     12:00PM     01:20PM   DARRIN_308 
63895  CHEM  1100-18    CHEMISTRY_I                     12:00PM     01:20PM   DARRIN_308 
62564  CHEM  1110-03    CHEMISTRY_I_WITH_ADVANCED_LAB   12:00PM     01:20PM   DARRIN_308 
61595  CHEM  2110-01    EQUILIBRIUM_CHEM_AND_QUANT_ANL  12:00PM     12:50PM   EATON_215  
65191  CHEM  6960-01    ELECTROCHEMISTRY                12:00PM     01:20PM   LOW_3116   
65219  CHME  2961-01    INTRO_-_COMPUTATIONAL_CHEM_ENG  12:00PM     01:50PM   JONSSN_3210
62968  CHME  4030-01    CHEM_PROCESS_DYNAMICS_&_CNTRL   12:00PM     01:50PM   LOW_4050   
61307  CIVL  2670-01    INTRO_TO_STRUCTURAL_ENG         12:00PM     01:50PM   SAGE_4101  
63115  CIVL  2670-02    INTRO_TO_STRUCTURAL_ENG         12:00PM     01:50PM   SAGE_4101  
63116  CIVL  2670-03    INTRO_TO_STRUCTURAL_ENG         12:00PM     01:50PM   SAGE_4101  
63117  CIVL  2670-04    INTRO_TO_STRUCTURAL_ENG         12:00PM     01:50PM   SAGE_4101  
